No.;Time;signal strength;Source;Destination;Info;Length;;;;Signal 1;Signal 2
17243;788.317.635.717;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=870/26115, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17244;788.410.621.575;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=870/26115, ttl=64 (reply in 17245);161;;192.168.1.105;;-51 dBm;
17245;788.417.162.226;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=870/26115, ttl=64 (request in 17244);172;;192.168.1.105;;-78 dBm;
17246;788.419.368.318;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=870/26115, ttl=64;161;;192.168.1.105;;-50 dBm;
17255;788.933.962.861;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=836/17411, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17258;789.026.321.714;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=836/17411, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
17259;789.026.354.897;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=836/17411, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17260;789.026.370.814;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=836/17411, ttl=64 (reply in 17261);161;;192.168.1.109;;;-50 dBm
17261;789.031.988.032;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=836/17411, ttl=64 (request in 17260);172;;192.168.1.109;;;-79 dBm
17262;789.032.029.622;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=836/17411, ttl=64;172;;192.168.1.109;;;-79 dBm
17263;789.034.486.831;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=836/17411, ttl=64;161;;192.168.1.109;;;-50 dBm
17264;789.319.448.169;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=871/26371, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17265;789.436.128.122;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=871/26371, ttl=64 (reply in 17267);161;;192.168.1.105;;-50 dBm;
17267;789.444.526.187;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=871/26371, ttl=64 (request in 17265);172;;192.168.1.105;;-79 dBm;
17268;789.447.077.127;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=871/26371, ttl=64;161;;192.168.1.105;;-50 dBm;
17270;789.937.288.855;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=837/17667, ttl=64 (reply in 17271);161;;192.168.1.109;;;-49 dBm
17271;789.941.410.419;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=837/17667, ttl=64 (request in 17270);172;;192.168.1.109;;;-78 dBm
17274;790.046.480.489;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=837/17667, ttl=64;161;;192.168.1.109;;;-50 dBm
17280;790.321.012.927;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=872/26627, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17281;790.322.680.680;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=872/26627, ttl=64 (reply in 17282);161;;192.168.1.105;;-50 dBm;
17282;790.329.569.751;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=872/26627, ttl=64 (request in 17281);172;;192.168.1.105;;-78 dBm;
17283;790.333.225.639;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=872/26627, ttl=64;161;;192.168.1.105;;-49 dBm;
17294;790.940.086.057;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=838/17923, ttl=64 (reply in 17295);161;;192.168.1.109;;;-50 dBm
17295;790.947.318.824;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=838/17923, ttl=64 (request in 17294);172;;192.168.1.109;;;-78 dBm
17296;790.949.470.646;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=838/17923, ttl=64;161;;192.168.1.109;;;-50 dBm
17299;791.322.280.281;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=873/26883, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17300;791.380.555.468;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=873/26883, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17301;791.380.576.034;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=873/26883, ttl=64 (reply in 17302);161;;192.168.1.105;;-50 dBm;
17302;791.388.760.520;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=873/26883, ttl=64 (request in 17301);172;;192.168.1.105;;-78 dBm;
17303;791.391.105.240;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=873/26883, ttl=64;161;;192.168.1.105;;-50 dBm;
17316;791.942.456.879;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=839/18179, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17317;791.942.487.769;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=839/18179, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17318;791.942.503.819;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=839/18179, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17319;791.942.523.454;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=839/18179, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17320;791.942.540.104;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=839/18179, ttl=64 (reply in 17321);161;;192.168.1.109;;;-50 dBm
17321;791.954.213.777;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=839/18179, ttl=64 (request in 17320);172;;192.168.1.109;;;-79 dBm
17322;791.957.261.765;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=839/18179, ttl=64;161;;192.168.1.109;;;-49 dBm
17323;791.957.293.659;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=839/18179, ttl=64;161;;192.168.1.109;;;-50 dBm
17324;791.957.309.633;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=839/18179, ttl=64;161;;192.168.1.109;;;-50 dBm
17325;791.957.324.745;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=839/18179, ttl=64;161;;192.168.1.109;;;-50 dBm
17326;792.324.092.614;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=874/27139, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
17327;792.404.186.791;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=874/27139, ttl=64 (reply in 17328);161;;192.168.1.105;;-50 dBm;
17328;792.412.549.591;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=874/27139, ttl=64 (request in 17327);172;;192.168.1.105;;-79 dBm;
17329;792.413.371.914;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=874/27139, ttl=64;172;;192.168.1.105;;-78 dBm;
17330;792.415.796.892;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=874/27139, ttl=64;161;;192.168.1.105;;-50 dBm;
17340;792.936.309.677;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=840/18435, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17342;792.938.603.600;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=840/18435, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
17343;792.938.650.139;-68 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=840/18435, ttl=64 (reply in 17344);172;;192.168.1.109;;;-68 dBm
17344;792.940.170.534;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64 (request in 17343);172;;192.168.1.109;;;-78 dBm
17345;792.940.714.300;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64;161;;192.168.1.109;;;-50 dBm
17346;792.942.565.127;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64;161;;192.168.1.109;;;-50 dBm
17347;792.942.597.498;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64;161;;192.168.1.109;;;-50 dBm
17348;792.942.613.660;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64;161;;192.168.1.109;;;-50 dBm
17349;792.942.628.627;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64;161;;192.168.1.109;;;-50 dBm
17350;792.942.643.825;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=840/18435, ttl=64;161;;192.168.1.109;;;-50 dBm
17351;793.326.113.404;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=875/27395, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17353;793.734.504.582;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=875/27395, ttl=64 (reply in 17355);161;;192.168.1.105;;-50 dBm;
17355;793.871.262.078;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=875/27395, ttl=64 (request in 17353);172;;192.168.1.105;;-79 dBm;
17356;793.873.368.045;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=875/27395, ttl=64;161;;192.168.1.105;;-50 dBm;
17363;794.040.155.946;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=841/18691, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17364;794.040.187.246;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=841/18691, ttl=64 (reply in 17365);161;;192.168.1.109;;;-51 dBm
17365;794.045.885.245;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=841/18691, ttl=64 (request in 17364);172;;192.168.1.109;;;-78 dBm
17369;794.144.423.743;;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=841/18691, ttl=64;162;;192.168.1.109;;;0
17371;794.328.053.868;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=876/27651, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17372;794.351.091.901;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=876/27651, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17373;794.351.112.503;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=876/27651, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
17374;794.351.153.892;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=876/27651, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
17375;794.351.169.173;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=876/27651, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17376;794.351.185.378;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=876/27651, ttl=64 (reply in 17377);161;;192.168.1.105;;-50 dBm;
17377;794.357.418.786;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=876/27651, ttl=64 (request in 17376);172;;192.168.1.105;;-78 dBm;
17378;794.359.873.720;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=876/27651, ttl=64;161;;192.168.1.105;;-50 dBm;
17379;794.359.910.751;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=876/27651, ttl=64;161;;192.168.1.105;;-50 dBm;
17392;794.965.681.405;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=842/18947, ttl=64 (reply in 17393);161;;192.168.1.109;;;-50 dBm
17393;794.973.004.630;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=842/18947, ttl=64 (request in 17392);172;;192.168.1.109;;;-78 dBm
17394;794.973.047.882;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=842/18947, ttl=64;172;;192.168.1.109;;;-78 dBm
17395;794.973.696.381;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=842/18947, ttl=64;172;;192.168.1.109;;;-78 dBm
17399;794.975.929.889;;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=842/18947, ttl=64;162;;192.168.1.109;;;0
17401;795.326.885.653;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=877/27907, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
17402;795.371.087.398;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=877/27907, ttl=64 (reply in 17403);161;;192.168.1.105;;-50 dBm;
17403;795.379.948.668;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=877/27907, ttl=64 (request in 17402);172;;192.168.1.105;;-79 dBm;
17404;795.379.990.447;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=877/27907, ttl=64;172;;192.168.1.105;;-78 dBm;
17405;795.380.722.970;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=877/27907, ttl=64;172;;192.168.1.105;;-79 dBm;
17406;795.382.396.933;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=877/27907, ttl=64;161;;192.168.1.105;;-50 dBm;
17413;795.946.004.169;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=843/19203, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17415;795.988.157.772;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=843/19203, ttl=64 (reply in 17416);161;;192.168.1.109;;;-50 dBm
17416;795.993.815.756;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=843/19203, ttl=64 (request in 17415);172;;192.168.1.109;;;-78 dBm
17417;795.995.944.146;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=843/19203, ttl=64;161;;192.168.1.109;;;-50 dBm
17418;796.330.383.237;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=878/28163, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17419;796.398.492.284;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=878/28163, ttl=64 (no response found!);161;;192.168.1.105;;-49 dBm;
17420;796.398.522.989;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=878/28163, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17421;796.398.550.690;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=878/28163, ttl=64 (reply in 17422);161;;192.168.1.105;;-50 dBm;
17422;796.408.334.251;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=878/28163, ttl=64 (request in 17421);172;;192.168.1.105;;-79 dBm;
17423;796.409.872.509;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=878/28163, ttl=64;161;;192.168.1.105;;-50 dBm;
17435;796.947.266.243;-72 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=844/19459, ttl=64 (no response found!);172;;192.168.1.109;;;-72 dBm
17436;797.012.691.298;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=844/19459, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
17437;797.012.723.666;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=844/19459, ttl=64 (reply in 17439);161;;192.168.1.109;;;-50 dBm
17439;797.027.613.180;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=844/19459, ttl=64 (request in 17437);172;;192.168.1.109;;;-79 dBm
17440;797.029.850.279;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=844/19459, ttl=64;161;;192.168.1.109;;;-50 dBm
17441;797.329.838.565;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=879/28419, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17442;797.421.723.599;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=879/28419, ttl=64 (reply in 17454);161;;192.168.1.105;;-50 dBm;
17448;798.036.388.423;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=845/19715, ttl=64 (reply in 17449);161;;192.168.1.109;;;-50 dBm
17449;798.042.282.260;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=845/19715, ttl=64 (request in 17448);172;;192.168.1.109;;;-79 dBm
17450;798.044.654.135;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=845/19715, ttl=64;161;;192.168.1.109;;;-50 dBm
17454;798.911.413.943;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=879/28419, ttl=64 (request in 17442);161;;192.168.1.105;;-50 dBm;
17456;798.912.525.268;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=880/28675, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17460;798.949.026.880;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=846/19971, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17461;798.957.202.621;;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=880/28675, ttl=64 (reply in 17467);162;;192.168.1.105;;0;
17462;798.957.225.006;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=846/19971, ttl=64 (reply in 17469);172;;192.168.1.109;;;-50 dBm
17467;799.111.342.665;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=880/28675, ttl=64 (request in 17461);172;;192.168.1.105;;-78 dBm;
17468;799.113.505.471;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=880/28675, ttl=64;161;;192.168.1.105;;-50 dBm;
17469;799.113.587.960;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=846/19971, ttl=64 (request in 17462);172;;192.168.1.109;;;-78 dBm
17470;799.115.615.290;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=846/19971, ttl=64;161;;192.168.1.109;;;-49 dBm
17471;799.391.833.126;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=881/28931, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
17472;799.393.433.655;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=881/28931, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17473;799.394.340.651;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=881/28931, ttl=64 (reply in 17474);161;;192.168.1.105;;-50 dBm;
17474;799.399.132.995;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=881/28931, ttl=64 (request in 17473);172;;192.168.1.105;;-78 dBm;
17475;799.399.179.000;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=881/28931, ttl=64;172;;192.168.1.105;;-78 dBm;
17476;799.402.030.577;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=881/28931, ttl=64;161;;192.168.1.105;;-50 dBm;
17477;799.402.061.141;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=881/28931, ttl=64;161;;192.168.1.105;;-50 dBm;
17484;799.951.911.451;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=847/20227, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17485;799.981.683.969;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=847/20227, ttl=64 (reply in 17486);161;;192.168.1.109;;;-50 dBm
17486;799.988.646.596;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64 (request in 17485);172;;192.168.1.109;;;-78 dBm
17487;799.990.580.086;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64;161;;192.168.1.109;;;-50 dBm
17488;799.990.612.266;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64;161;;192.168.1.109;;;-50 dBm
17489;799.990.629.747;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64;161;;192.168.1.109;;;-50 dBm
17490;799.991.888.983;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64;161;;192.168.1.109;;;-50 dBm
17491;799.991.919.763;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64;161;;192.168.1.109;;;-51 dBm
17492;799.991.935.305;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=847/20227, ttl=64;161;;192.168.1.109;;;-51 dBm
17495;800.392.935.180;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=882/29187, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17503;800.953.791.366;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=848/20483, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17506;801.399.033.279;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=883/29443, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17507;801.399.082.579;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=883/29443, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17512;801.824.065.691;;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=882/29187, ttl=64 (no response found!);162;;192.168.1.105;;0;
17513;801.824.098.091;;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=848/20483, ttl=64 (no response found!);162;;192.168.1.109;;;0
17514;801.825.600.724;;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=882/29187, ttl=64 (no response found!);162;;192.168.1.105;;0;
17515;801.825.634.757;;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=883/29443, ttl=64 (no response found!);162;;192.168.1.105;;0;
