No.;Time;Signal Strength;Source;Destination;Protocol;Length;Info;;;;
16826;769.405.330.553;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
16827;769.405.361.795;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16828;769.405.377.430;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16829;769.405.393.513;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16830;769.405.408.731;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16831;769.405.996.380;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (no response found!);;192.168.1.109;;-49 dBm
16832;769.407.011.513;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=812/11267, ttl=64 (reply in 16833);;192.168.1.109;;-50 dBm
16833;769.407.577.702;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=812/11267, ttl=64 (request in 16832);;192.168.1.109;;-74 dBm
16834;769.409.887.222;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=812/11267, ttl=64;;192.168.1.109;;-50 dBm
16835;769.803.112.686;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=846/19971, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16841;769.991.018.183;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=846/19971, ttl=64 (reply in 16842);192.168.1.105;;-49 dBm;
16842;769.993.818.259;-75 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=846/19971, ttl=64 (request in 16841);192.168.1.105;;-75 dBm;
16843;769.995.436.016;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=846/19971, ttl=64;192.168.1.105;;-50 dBm;
16849;770.601.248.112;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=813/11523, ttl=64 (reply in 16850);;192.168.1.109;;-50 dBm
16850;770.602.716.737;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=813/11523, ttl=64 (request in 16849);;192.168.1.109;;-75 dBm
16851;770.604.862.127;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=813/11523, ttl=64;;192.168.1.109;;-50 dBm
16852;770.804.179.163;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=847/20227, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
16853;770.805.982.352;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=847/20227, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16854;770.806.013.113;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=847/20227, ttl=64 (reply in 16855);192.168.1.105;;-49 dBm;
16855;770.808.761.705;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=847/20227, ttl=64 (request in 16854);192.168.1.105;;-74 dBm;
16856;770.810.496.213;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=847/20227, ttl=64;192.168.1.105;;-50 dBm;
16875;771.403.626.267;-72 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=814/11779, ttl=64 (no response found!);;192.168.1.109;;-72 dBm
16876;771.403.768.983;-72 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=814/11779, ttl=64 (no response found!);;192.168.1.109;;-72 dBm
16877;771.522.944.114;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=814/11779, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16878;771.522.973.376;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=814/11779, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16879;771.522.989.562;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=814/11779, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16880;771.524.069.614;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=814/11779, ttl=64 (reply in 16881);;192.168.1.109;;-50 dBm
16881;771.525.459.356;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=814/11779, ttl=64 (request in 16880);;192.168.1.109;;-75 dBm
16882;771.527.543.598;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=814/11779, ttl=64;;192.168.1.109;;-49 dBm
16883;771.527.574.079;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=814/11779, ttl=64;;192.168.1.109;;-50 dBm
16884;771.806.153.894;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=848/20483, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16885;771.807.775.953;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=848/20483, ttl=64 (reply in 16886);192.168.1.105;;-50 dBm;
16886;771.809.702.309;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=848/20483, ttl=64 (request in 16885);192.168.1.105;;-74 dBm;
16887;771.812.052.185;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=848/20483, ttl=64;192.168.1.105;;-50 dBm;
16897;772.445.486.703;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=815/12035, ttl=64 (reply in 16898);;192.168.1.109;;-50 dBm
16898;772.448.326.807;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=815/12035, ttl=64 (request in 16897);;192.168.1.109;;-75 dBm
16899;772.450.377.107;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=815/12035, ttl=64;;192.168.1.109;;-49 dBm
16900;772.808.041.442;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=849/20739, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16901;772.809.741.765;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=849/20739, ttl=64 (reply in 16902);192.168.1.105;;-50 dBm;
16902;772.811.550.717;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=849/20739, ttl=64 (request in 16901);192.168.1.105;;-74 dBm;
16903;772.813.634.227;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=849/20739, ttl=64;192.168.1.105;;-50 dBm;
16917;773.809.658.821;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=850/20995, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16919;773.983.737.026;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=816/12291, ttl=64 (reply in 16922);;192.168.1.109;;0
16920;773.983.770.075;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=850/20995, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16921;773.983.799.798;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=850/20995, ttl=64 (reply in 16923);192.168.1.105;;-50 dBm;
16922;773.987.151.221;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=816/12291, ttl=64 (request in 16919);;192.168.1.109;;-75 dBm
16923;773.987.449.263;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=850/20995, ttl=64 (request in 16921);192.168.1.105;;-74 dBm;
16924;773.990.609.957;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=816/12291, ttl=64;;192.168.1.109;;-50 dBm
16925;773.990.641.455;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=816/12291, ttl=64;;192.168.1.109;;-50 dBm
16926;773.990.656.969;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=816/12291, ttl=64;;192.168.1.109;;-50 dBm
16927;773.990.672.372;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=816/12291, ttl=64;;192.168.1.109;;-50 dBm
16928;773.990.706.761;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=850/20995, ttl=64;192.168.1.105;;-49 dBm;
16938;774.404.197.200;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
16939;774.811.436.104;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
16952;775.417.141.925;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
16954;775.516.097.888;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (no response found!);;192.168.1.109;;0
16955;775.516.129.744;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (no response found!);192.168.1.105;;0;
16956;775.516.147.128;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16957;775.516.721.819;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (no response found!);;192.168.1.109;;0
16958;775.516.753.078;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (no response found!);192.168.1.105;;0;
16959;775.516.770.429;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16960;775.516.786.724;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (no response found!);;192.168.1.109;;0
16961;775.516.803.361;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (no response found!);192.168.1.105;;0;
16962;775.516.819.910;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16963;775.517.432.252;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (no response found!);;192.168.1.109;;0
16964;775.517.464.096;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (no response found!);192.168.1.105;;0;
16965;775.517.481.566;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16966;775.518.125.811;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (no response found!);;192.168.1.109;;0
16967;775.518.158.453;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (no response found!);192.168.1.105;;0;
16968;775.518.175.780;-50 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16969;775.518.192.180;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=817/12547, ttl=64 (reply in 16972);;192.168.1.109;;0
16970;775.518.212.530;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=851/21251, ttl=64 (reply in 16973);192.168.1.105;;0;
16971;775.518.230.045;-49 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=818/12803, ttl=64 (reply in 16974);;192.168.1.109;;-49 dBm
16972;775.521.573.558;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=817/12547, ttl=64 (request in 16969);;192.168.1.109;;-75 dBm
16973;775.521.615.996;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=851/21251, ttl=64 (request in 16970);192.168.1.105;;-75 dBm;
16974;775.521.648.910;-74 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=818/12803, ttl=64 (request in 16971);;192.168.1.109;;-74 dBm
16975;775.522.576.933;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=851/21251, ttl=64;192.168.1.105;;-50 dBm;
16976;775.607.816.074;;192.168.1.100;192.168.1.109;ICMP;162;Echo (ping) reply    id=0x0a97, seq=817/12547, ttl=64;;192.168.1.109;;0
16977;775.607.849.624;-50 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=818/12803, ttl=64;;192.168.1.109;;-50 dBm
16978;775.812.127.885;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=852/21507, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
16979;775.815.566.492;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=852/21507, ttl=64 (reply in 16980);192.168.1.105;;-50 dBm;
16980;775.817.659.151;-74 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=852/21507, ttl=64 (request in 16979);192.168.1.105;;-74 dBm;
16981;775.819.165.042;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=852/21507, ttl=64;192.168.1.105;;-50 dBm;
16994;776.418.017.002;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=819/13059, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
16995;776.812.087.673;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=853/21763, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
17003;777.053.570.596;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=819/13059, ttl=64 (reply in 17005);;192.168.1.109;;0
17004;777.053.601.418;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=853/21763, ttl=64 (reply in 17006);192.168.1.105;;-49 dBm;
17005;777.057.823.215;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=819/13059, ttl=64 (request in 17003);;192.168.1.109;;-75 dBm
17006;777.057.866.325;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=853/21763, ttl=64 (request in 17004);192.168.1.105;;-75 dBm;
17007;777.060.046.468;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=819/13059, ttl=64;;192.168.1.109;;-50 dBm
17008;777.060.076.978;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=819/13059, ttl=64;;192.168.1.109;;-50 dBm
17009;777.060.105.203;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=853/21763, ttl=64;192.168.1.105;;-51 dBm;
17014;777.420.333.862;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=820/13315, ttl=64 (reply in 17015);;192.168.1.109;;-50 dBm
17015;777.424.474.337;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=820/13315, ttl=64 (request in 17014);;192.168.1.109;;-75 dBm
17016;777.426.028.649;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=820/13315, ttl=64;;192.168.1.109;;-50 dBm
17017;777.813.747.971;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=854/22019, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
17023;777.976.784.153;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=854/22019, ttl=64 (reply in 17024);192.168.1.105;;-50 dBm;
17024;777.979.926.937;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=854/22019, ttl=64 (request in 17023);192.168.1.105;;-75 dBm;
17025;777.981.567.330;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=854/22019, ttl=64;192.168.1.105;;-50 dBm;
17030;778.815.334.037;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=855/22275, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
17033;778.897.420.747;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=821/13571, ttl=64 (no response found!);;192.168.1.109;;0
17034;778.897.456.924;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=855/22275, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
17035;778.898.558.364;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=821/13571, ttl=64 (no response found!);;192.168.1.109;;0
17036;778.898.589.924;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=855/22275, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
17038;778.899.304.269;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=821/13571, ttl=64 (reply in 17041);;192.168.1.109;;0
17039;778.899.336.391;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=855/22275, ttl=64 (reply in 17042);192.168.1.105;;-49 dBm;
17041;778.905.115.821;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=821/13571, ttl=64 (request in 17038);;192.168.1.109;;-75 dBm
17042;778.905.161.591;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64 (request in 17039);192.168.1.105;;-75 dBm;
17043;778.906.671.158;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=821/13571, ttl=64;;192.168.1.109;;-50 dBm
17044;778.906.714.383;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17045;778.906.730.316;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17046;778.907.041.708;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17047;778.909.233.900;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17048;778.909.264.561;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17049;778.909.279.481;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17050;778.909.295.475;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=855/22275, ttl=64;192.168.1.105;;-50 dBm;
17052;779.418.925.331;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=822/13827, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
17057;779.817.429.750;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=856/22531, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
17058;779.818.782.401;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=822/13827, ttl=64 (reply in 17060);;192.168.1.109;;0
17059;779.818.814.766;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=856/22531, ttl=64 (reply in 17061);192.168.1.105;;-49 dBm;
17060;779.822.955.949;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=822/13827, ttl=64 (request in 17058);;192.168.1.109;;-75 dBm
17061;779.822.997.510;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=856/22531, ttl=64 (request in 17059);192.168.1.105;;-75 dBm;
17062;779.824.291.374;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=856/22531, ttl=64;192.168.1.105;;-50 dBm;
17063;779.875.951.846;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=822/13827, ttl=64;;192.168.1.109;;-50 dBm
17071;780.418.440.888;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=823/14083, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
17072;780.544.397.056;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=823/14083, ttl=64 (reply in 17073);;192.168.1.109;;-50 dBm
17073;780.547.326.359;-75 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=823/14083, ttl=64 (request in 17072);;192.168.1.109;;-75 dBm
17074;780.549.429.763;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=823/14083, ttl=64;;192.168.1.109;;-49 dBm
17075;780.549.464.801;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=823/14083, ttl=64;;192.168.1.109;;-50 dBm
17076;780.819.663.406;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=857/22787, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
17077;780.819.710.972;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=857/22787, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
17078;780.819.738.144;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=857/22787, ttl=64 (reply in 17079);192.168.1.105;;-50 dBm;
17079;780.822.784.734;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=857/22787, ttl=64 (request in 17078);192.168.1.105;;-75 dBm;
17080;780.824.379.914;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=857/22787, ttl=64;192.168.1.105;;-50 dBm;
17089;781.424.512.801;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=824/14339, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
17090;781.460.361.871;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=824/14339, ttl=64 (reply in 17091);;192.168.1.109;;-50 dBm
