No.;Time;signal strength;Source;Destination;Info;Length;;;S1D1;S2D1
18317;826.092.943.133;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18318;826.109.206.273;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18319;826.117.534.150;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18320;826.120.104.259;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18321;826.121.648.351;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18322;826.123.361.482;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18323;826.125.367.096;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (no response found!);158;192.168.1.105;;;
18324;826.127.537.649;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1098/18948, ttl=64 (reply in 18330);158;192.168.1.105;;;
18325;826.178.118.352;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=977/53507, ttl=64 (no response found!);158;;192.168.1.109;;
18326;826.180.096.843;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=977/53507, ttl=64 (no response found!);158;;192.168.1.109;;
18327;826.181.646.932;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=977/53507, ttl=64 (no response found!);158;;192.168.1.109;;
18328;826.183.262.727;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=977/53507, ttl=64 (no response found!);158;;192.168.1.109;;
18329;826.184.800.576;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=977/53507, ttl=64 (no response found!);158;;192.168.1.109;;
18330;826.213.726.847;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1098/18948, ttl=64 (request in 18324);158;192.168.1.105;;;
18380;827.170.772.482;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=978/53763, ttl=64 (no response found!);158;;192.168.1.109;;
18381;827.172.778.666;-48 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=978/53763, ttl=64 (no response found!);158;;192.168.1.109;;
18382;827.174.971.326;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=978/53763, ttl=64 (no response found!);158;;192.168.1.109;;
18383;827.181.589.924;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=978/53763, ttl=64 (no response found!);158;;192.168.1.109;;
18384;827.183.337.550;-48 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=978/53763, ttl=64 (no response found!);158;;192.168.1.109;;
18405;827.731.213.906;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18406;827.733.427.982;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18407;827.735.317.226;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18408;827.740.196.034;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18409;827.747.604.361;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18410;827.750.341.568;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18411;827.752.069.598;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18412;827.753.800.970;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18413;827.755.831.927;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (no response found!);158;192.168.1.105;;;
18414;827.757.922.442;-53 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1099/19204, ttl=64 (reply in 18425);158;192.168.1.105;;;
18425;827.778.435.945;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1099/19204, ttl=64 (request in 18414);158;192.168.1.105;;;
18426;827.786.187.138;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1099/19204, ttl=64;158;192.168.1.105;;;
18431;828.228.948.051;-74 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=979/54019, ttl=64 (no response found!);172;;192.168.1.109;;
18432;828.232.074.443;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=979/54019, ttl=64 (no response found!);158;;192.168.1.109;;
18433;828.233.810.051;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=979/54019, ttl=64 (no response found!);158;;192.168.1.109;;
18434;828.235.842.764;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=979/54019, ttl=64 (no response found!);158;;192.168.1.109;;
18435;828.237.773.860;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=979/54019, ttl=64 (no response found!);158;;192.168.1.109;;
18436;828.239.438.423;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=979/54019, ttl=64 (reply in 18437);158;;192.168.1.109;;
18437;828.287.872.854;-70 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=979/54019, ttl=64 (request in 18436);158;;192.168.1.109;;
18438;828.298.209.796;-69 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=979/54019, ttl=64;158;;192.168.1.109;;
18439;828.312.821.019;-70 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=979/54019, ttl=64;158;;192.168.1.109;;
18444;829.215.777.705;-72 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=980/54275, ttl=64 (no response found!);172;;192.168.1.109;;
18445;829.218.992.038;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=980/54275, ttl=64 (reply in 18446);158;;192.168.1.109;;
18446;829.225.288.665;-76 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=980/54275, ttl=64 (request in 18445);158;;192.168.1.109;;
18447;829.226.673.910;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=980/54275, ttl=64;161;;192.168.1.109;;
18455;830.022.618.162;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1100/19460, ttl=64 (no response found!);161;192.168.1.105;;;
18457;830.022.679.128;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1101/19716, ttl=64 (no response found!);161;192.168.1.105;;;
18460;830.022.802.660;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1102/19972, ttl=64 (no response found!);161;192.168.1.105;;;
18463;830.295.946.391;-73 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=981/54531, ttl=64 (no response found!);172;;192.168.1.109;;
18492;830.853.914.265;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1100/19460, ttl=64 (reply in 18507);158;192.168.1.105;;;
18493;830.855.439.643;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1101/19716, ttl=64 (reply in 18509);158;192.168.1.105;;;
18494;830.856.735.626;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1102/19972, ttl=64 (no response found!);158;192.168.1.105;;;
18495;830.858.294.925;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1102/19972, ttl=64 (no response found!);158;192.168.1.105;;;
18496;830.859.979.178;-53 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1102/19972, ttl=64 (no response found!);158;192.168.1.105;;;
18497;830.866.186.658;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1102/19972, ttl=64 (no response found!);158;192.168.1.105;;;
18498;830.869.252.644;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1102/19972, ttl=64 (no response found!);158;192.168.1.105;;;
18499;830.871.144.807;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=981/54531, ttl=64 (no response found!);158;;192.168.1.109;;
18500;830.873.594.277;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=981/54531, ttl=64 (no response found!);158;;192.168.1.109;;
18501;830.876.020.831;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=981/54531, ttl=64 (no response found!);158;;192.168.1.109;;
18502;830.878.782.777;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=981/54531, ttl=64 (no response found!);158;;192.168.1.109;;
18503;830.880.754.502;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=981/54531, ttl=64 (no response found!);158;;192.168.1.109;;
18504;830.926.790.783;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1103/20228, ttl=64 (no response found!);161;192.168.1.105;;;
18505;830.926.836.665;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1103/20228, ttl=64 (no response found!);161;192.168.1.105;;;
18506;830.929.915.453;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1103/20228, ttl=64 (reply in 18512);158;192.168.1.105;;;
18507;831.010.186.274;-76 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1100/19460, ttl=64 (request in 18492);158;192.168.1.105;;;
18508;831.011.512.867;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1100/19460, ttl=64;161;192.168.1.105;;;
18509;831.041.382.391;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1101/19716, ttl=64 (request in 18493);161;192.168.1.105;;;
18510;831.041.417.900;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1101/19716, ttl=64;161;192.168.1.105;;;
18511;831.042.316.202;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1101/19716, ttl=64;161;192.168.1.105;;;
18512;831.161.098.208;-71 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1103/20228, ttl=64 (request in 18506);158;192.168.1.105;;;
18513;831.167.186.291;-72 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1103/20228, ttl=64;158;192.168.1.105;;;
18514;831.276.231.405;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=982/54787, ttl=64 (no response found!);158;;192.168.1.109;;
18515;831.278.003.153;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=982/54787, ttl=64 (no response found!);158;;192.168.1.109;;
18516;831.279.718.145;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=982/54787, ttl=64 (no response found!);158;;192.168.1.109;;
18517;831.282.607.213;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=982/54787, ttl=64 (no response found!);158;;192.168.1.109;;
18518;831.284.236.997;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=982/54787, ttl=64 (no response found!);158;;192.168.1.109;;
18551;831.928.331.344;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);161;192.168.1.105;;;
18552;831.929.847.026;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);161;192.168.1.105;;;
18553;831.929.877.751;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18554;831.932.394.171;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18555;831.936.161.318;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18556;831.950.810.733;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18557;831.982.744.587;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18558;831.991.942.897;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18559;831.994.059.861;-59 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18561;832.039.194.214;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18562;832.066.127.676;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18563;832.069.662.224;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18564;832.071.641.141;-53 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (no response found!);158;192.168.1.105;;;
18565;832.076.855.701;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1104/20484, ttl=64 (reply in 18576);158;192.168.1.105;;;
18570;832.287.052.636;-73 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=983/55043, ttl=64 (no response found!);172;;192.168.1.109;;
18571;832.291.006.992;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=983/55043, ttl=64 (no response found!);158;;192.168.1.109;;
18573;832.292.915.928;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=983/55043, ttl=64 (no response found!);158;;192.168.1.109;;
18574;832.296.723.742;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=983/55043, ttl=64 (no response found!);158;;192.168.1.109;;
18575;832.298.714.980;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=983/55043, ttl=64 (reply in 18577);158;;192.168.1.109;;
18576;832.383.339.149;-77 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1104/20484, ttl=64 (request in 18565);158;192.168.1.105;;;
18577;832.383.371.797;-77 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=983/55043, ttl=64 (request in 18575);158;;192.168.1.109;;
18578;832.383.399.538;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1104/20484, ttl=64;161;192.168.1.105;;;
18579;832.383.427.197;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=983/55043, ttl=64;161;;192.168.1.109;;
18587;832.929.891.609;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18588;832.931.897.800;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18589;832.935.053.009;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18590;832.942.538.677;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18591;832.964.912.464;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18592;832.977.944.984;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18593;832.984.208.086;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18594;832.987.815.795;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18595;832.989.695.711;-48 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18596;832.991.605.900;-54 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18597;832.994.115.805;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (no response found!);158;192.168.1.105;;;
18598;832.997.771.868;-54 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1105/20740, ttl=64 (reply in 18599);158;192.168.1.105;;;
18599;833.043.076.812;-71 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=1105/20740, ttl=64 (request in 18598);158;192.168.1.105;;;
18608;833.498.519.664;-73 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=984/55299, ttl=64 (no response found!);172;;192.168.1.109;;
18609;833.501.307.122;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=984/55299, ttl=64 (no response found!);158;;192.168.1.109;;
18610;833.503.110.018;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=984/55299, ttl=64 (no response found!);158;;192.168.1.109;;
18611;833.505.186.409;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=984/55299, ttl=64 (no response found!);158;;192.168.1.109;;
18612;833.507.240.903;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=984/55299, ttl=64 (no response found!);158;;192.168.1.109;;
18613;833.512.177.936;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=984/55299, ttl=64 (reply in 18614);158;;192.168.1.109;;
18614;833.548.224.760;-70 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=984/55299, ttl=64 (request in 18613);158;;192.168.1.109;;
18615;833.559.349.347;-72 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=984/55299, ttl=64;158;;192.168.1.109;;
18641;833.975.683.283;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18642;833.988.264.317;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18643;833.991.517.232;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18644;834.013.194.219;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18645;834.052.975.494;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18646;834.083.584.704;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18647;834.125.431.939;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18648;834.192.975.216;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18649;834.259.091.787;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18650;834.287.834.505;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
18651;834.309.946.999;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=1106/20996, ttl=64 (no response found!);158;192.168.1.105;;;
