No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
18459;864.968.665.537;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-53 dBm;
18460;864.968.693.899;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-53 dBm;
18461;864.970.556.191;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-53 dBm;
18462;864.970.581.010;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-52 dBm;
18463;864.970.597.287;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-54 dBm;
18464;865.096.881.693;-60 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=974/52739, ttl=64 (no response found!);161;;192.168.1.106;;-60 dBm
18467;865.267.509.726;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=974/52739, ttl=64 (reply in 18468);161;;192.168.1.106;;-53 dBm
18468;865.273.769.281;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=974/52739, ttl=64 (request in 18467);172;;192.168.1.106;;-77 dBm
18469;865.276.432.343;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=974/52739, ttl=64;161;;192.168.1.106;;-52 dBm
18470;865.276.457.206;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=974/52739, ttl=64;161;;192.168.1.106;;-53 dBm
18471;865.276.475.301;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=974/52739, ttl=64;161;;192.168.1.106;;-52 dBm
18472;865.276.491.635;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=974/52739, ttl=64;161;;192.168.1.106;;-53 dBm
18474;865.589.446.406;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1031/1796, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
18475;865.677.352.169;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1031/1796, ttl=64 (reply in 18476);161;192.168.1.102;;-53 dBm;
18476;865.684.064.343;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1031/1796, ttl=64 (request in 18475);172;192.168.1.102;;-77 dBm;
18477;865.685.182.204;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1031/1796, ttl=64;172;192.168.1.102;;-52 dBm;
18478;865.686.448.246;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1031/1796, ttl=64;161;192.168.1.102;;-53 dBm;
18479;865.686.473.536;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1031/1796, ttl=64;161;192.168.1.102;;-52 dBm;
18487;866.097.809.039;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=975/52995, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18488;866.099.451.549;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=975/52995, ttl=64 (reply in 18489);161;;192.168.1.106;;-53 dBm
18489;866.104.906.881;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=975/52995, ttl=64 (request in 18488);172;;192.168.1.106;;-78 dBm
18490;866.106.906.197;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=975/52995, ttl=64;161;;192.168.1.106;;-54 dBm
18505;866.590.243.479;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1032/2052, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18506;866.592.514.004;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1032/2052, ttl=64 (reply in 18507);161;192.168.1.102;;-53 dBm;
18507;866.598.943.624;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1032/2052, ttl=64 (request in 18506);172;192.168.1.102;;-77 dBm;
18508;866.605.041.076;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1032/2052, ttl=64;161;192.168.1.102;;-53 dBm;
18509;867.099.819.563;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=976/53251, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18510;867.101.336.847;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=976/53251, ttl=64 (reply in 18511);161;;192.168.1.106;;-52 dBm
18511;867.103.122.197;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=976/53251, ttl=64 (request in 18510);172;;192.168.1.106;;-77 dBm
18512;867.114.658.937;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=976/53251, ttl=64;161;;192.168.1.106;;-53 dBm
18517;867.596.487.687;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1033/2308, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
18518;867.599.071.511;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1033/2308, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18519;867.599.097.011;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1033/2308, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18520;867.599.112.761;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1033/2308, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18521;867.599.129.946;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1033/2308, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18522;867.600.266.291;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1033/2308, ttl=64 (reply in 18523);161;192.168.1.102;;-53 dBm;
18523;867.606.706.310;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1033/2308, ttl=64 (request in 18522);172;192.168.1.102;;-77 dBm;
18524;867.608.747.961;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1033/2308, ttl=64;161;192.168.1.102;;-52 dBm;
18529;868.101.736.793;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=977/53507, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18530;868.104.705.020;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=977/53507, ttl=64 (reply in 18531);161;;192.168.1.106;;-53 dBm
18531;868.111.672.528;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=977/53507, ttl=64 (request in 18530);172;;192.168.1.106;;-77 dBm
18532;868.112.006.577;-76 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=977/53507, ttl=64;172;;192.168.1.106;;-76 dBm
18533;868.114.201.157;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=977/53507, ttl=64;161;;192.168.1.106;;-52 dBm
18564;868.625.080.526;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1034/2564, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
18565;868.757.567.301;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1034/2564, ttl=64 (reply in 18573);161;192.168.1.102;;-52 dBm;
18566;869.104.517.259;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=978/53763, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18567;869.106.629.424;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=978/53763, ttl=64 (reply in 18568);161;;192.168.1.106;;-53 dBm
18568;869.125.282.610;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=978/53763, ttl=64 (request in 18567);172;;192.168.1.106;;-77 dBm
18569;869.128.877.902;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=978/53763, ttl=64;161;;192.168.1.106;;-53 dBm
18573;869.312.189.276;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1034/2564, ttl=64 (request in 18565);161;192.168.1.102;;-52 dBm;
18576;869.619.032.100;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1035/2820, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18577;869.677.733.503;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1035/2820, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18578;869.677.765.243;-51 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1035/2820, ttl=64 (no response found!);161;192.168.1.102;;-51 dBm;
18579;869.677.782.803;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1035/2820, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
18580;869.678.721.251;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1035/2820, ttl=64 (reply in 18581);161;192.168.1.102;;-54 dBm;
18581;869.686.111.062;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1035/2820, ttl=64 (request in 18580);172;192.168.1.102;;-76 dBm;
18582;869.688.274.570;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1035/2820, ttl=64;161;192.168.1.102;;-52 dBm;
18583;870.104.494.148;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=979/54019, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
18584;870.187.837.869;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=979/54019, ttl=64 (reply in 18585);161;;192.168.1.106;;-53 dBm
18585;870.193.744.468;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=979/54019, ttl=64 (request in 18584);172;;192.168.1.106;;-78 dBm
18586;870.195.713.834;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=979/54019, ttl=64;161;;192.168.1.106;;-52 dBm
18595;870.623.281.610;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1036/3076, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18596;870.624.958.226;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1036/3076, ttl=64 (reply in 18597);161;192.168.1.102;;-53 dBm;
18597;870.631.989.148;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1036/3076, ttl=64 (request in 18596);172;192.168.1.102;;-77 dBm;
18598;870.633.870.464;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1036/3076, ttl=64;161;192.168.1.102;;-54 dBm;
18599;871.105.686.628;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=980/54275, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18600;871.107.226.416;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=980/54275, ttl=64 (reply in 18601);161;;192.168.1.106;;-53 dBm
18601;871.113.816.371;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=980/54275, ttl=64 (request in 18600);172;;192.168.1.106;;-77 dBm
18602;871.115.467.653;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=980/54275, ttl=64;161;;192.168.1.106;;-53 dBm
18618;871.621.576.574;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1037/3332, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18619;871.621.631.627;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1037/3332, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18620;871.623.810.596;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1037/3332, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18621;872.107.965.211;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=981/54531, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
18622;872.137.360.494;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=981/54531, ttl=64 (reply in 18631);161;;192.168.1.106;;-53 dBm
18631;872.586.988.223;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=981/54531, ttl=64 (request in 18622);161;;192.168.1.106;;-54 dBm
18632;872.634.456.226;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1038/3588, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18633;872.646.775.118;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1038/3588, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18634;872.646.808.836;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1038/3588, ttl=64 (reply in 18635);161;192.168.1.102;;-53 dBm;
18635;872.652.944.670;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1038/3588, ttl=64 (request in 18634);161;192.168.1.102;;-53 dBm;
18636;872.656.690.474;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1038/3588, ttl=64;161;192.168.1.102;;-53 dBm;
18637;873.107.813.082;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=982/54787, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18638;873.107.845.925;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=982/54787, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18639;873.108.824.758;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=982/54787, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
18640;873.110.263.717;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=982/54787, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
18641;873.110.294.675;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=982/54787, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
18642;873.110.310.925;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=982/54787, ttl=64 (reply in 18643);161;;192.168.1.106;;-53 dBm
18643;873.110.371.125;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=982/54787, ttl=64 (request in 18642);172;;192.168.1.106;;-77 dBm
18644;873.112.678.583;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=982/54787, ttl=64;161;;192.168.1.106;;-54 dBm
18654;873.633.943.432;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1039/3844, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18655;873.667.526.372;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1039/3844, ttl=64 (reply in 18656);161;192.168.1.102;;-54 dBm;
18656;873.674.093.077;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1039/3844, ttl=64 (request in 18655);172;192.168.1.102;;-77 dBm;
18657;873.676.316.044;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1039/3844, ttl=64;161;192.168.1.102;;-54 dBm;
18658;873.676.348.575;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1039/3844, ttl=64;161;192.168.1.102;;-54 dBm;
18659;874.108.804.335;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=983/55043, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
18660;874.110.326.856;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=983/55043, ttl=64 (reply in 18661);161;;192.168.1.106;;-53 dBm
18661;874.116.727.573;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=983/55043, ttl=64 (request in 18660);172;;192.168.1.106;;-77 dBm
18662;874.118.699.088;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=983/55043, ttl=64;161;;192.168.1.106;;-53 dBm
18667;874.638.051.456;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1040/4100, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18671;874.698.597.141;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1040/4100, ttl=64 (reply in 18673);161;192.168.1.102;;-54 dBm;
18673;874.716.124.950;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1040/4100, ttl=64 (request in 18671);172;192.168.1.102;;-77 dBm;
18674;874.718.244.802;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1040/4100, ttl=64;161;192.168.1.102;;-53 dBm;
18675;875.110.142.632;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=984/55299, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
18676;875.207.515.073;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=984/55299, ttl=64 (reply in 18677);161;;192.168.1.106;;-52 dBm
18677;875.215.783.484;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=984/55299, ttl=64 (request in 18676);172;;192.168.1.106;;-78 dBm
18678;875.218.147.952;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=984/55299, ttl=64;161;;192.168.1.106;;-52 dBm
18686;875.639.937.602;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1041/4356, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18687;875.642.526.852;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1041/4356, ttl=64 (reply in 18690);161;192.168.1.102;;-53 dBm;
18690;875.649.674.888;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1041/4356, ttl=64 (request in 18687);172;192.168.1.102;;-77 dBm;
18691;875.650.221.661;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1041/4356, ttl=64;161;192.168.1.102;;-53 dBm;
18692;875.651.334.238;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1041/4356, ttl=64;161;192.168.1.102;;-54 dBm;
18693;875.651.366.611;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1041/4356, ttl=64;161;192.168.1.102;;-53 dBm;
18694;875.652.356.021;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1041/4356, ttl=64;161;192.168.1.102;;-53 dBm;
18695;875.653.610.409;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1041/4356, ttl=64;161;192.168.1.102;;-53 dBm;
18696;876.112.027.000;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=985/55555, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
18697;876.113.290.683;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=985/55555, ttl=64 (reply in 18698);161;;192.168.1.106;;-52 dBm
18698;876.121.231.882;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=985/55555, ttl=64 (request in 18697);172;;192.168.1.106;;-78 dBm
18699;876.125.688.044;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=985/55555, ttl=64;161;;192.168.1.106;;-52 dBm
18713;876.636.680.525;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1042/4612, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18714;876.637.235.060;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1042/4612, ttl=64 (reply in 18716);161;192.168.1.102;;-53 dBm;
18716;876.642.328.282;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64 (request in 18714);172;192.168.1.102;;-77 dBm;
18717;876.644.420.616;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-53 dBm;
18718;876.644.455.127;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-53 dBm;
18719;876.646.702.677;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-52 dBm;
18720;876.646.734.498;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-53 dBm;
18721;876.646.750.240;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-53 dBm;
18722;876.646.765.844;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-53 dBm;
18723;876.646.783.859;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1042/4612, ttl=64;161;192.168.1.102;;-53 dBm;
18724;877.115.961.522;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=986/55811, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18725;877.117.541.964;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=986/55811, ttl=64 (reply in 18726);161;;192.168.1.106;;-53 dBm
18726;877.124.961.133;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=986/55811, ttl=64 (request in 18725);172;;192.168.1.106;;-77 dBm
18727;877.125.003.815;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=986/55811, ttl=64;172;;192.168.1.106;;-77 dBm
18728;877.127.207.275;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=986/55811, ttl=64;161;;192.168.1.106;;-53 dBm
18737;877.638.300.531;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1043/4868, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18738;877.657.275.492;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1043/4868, ttl=64 (reply in 18739);161;192.168.1.102;;-53 dBm;
18739;877.663.636.407;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1043/4868, ttl=64 (request in 18738);172;192.168.1.102;;-77 dBm;
18740;877.665.600.756;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1043/4868, ttl=64;161;192.168.1.102;;-53 dBm;
18741;878.115.257.554;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=987/56067, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
